query_ts,assumedLPToken,equityValue,totalDexYield,,,,totalTradingfee,newTotalTradingFee,liquidity,totalVolume,volume,priceImpact,priceEffect,totalReturn,totalEquityVal,impermanentLoss,tokenPrice,quoteTokenPrice,rewardPrice
2021-06-28T04:00:00.000Z,0.026312135,0.997049547,0.0009048318663073820,,,,0.001832019,0.001824804,128530907.4,133973411.5,1450617.887,-0.004775256,-0.004775256,-0.002045621,0.997954379,-1.62096E-05,1.000462747,285.8714994,12.68076241
2021-06-28T06:00:00.000Z,0.026312135,0.998597864,0.0009392785958361820,,,,0.001857509,0.001854476,131699172.7,135960734.5,1228305.212,-0.003256612,-0.003256612,-0.000462857,0.999537143,-1.03767E-05,1.000849557,286.633784,12.80396312
2021-06-28T08:00:00.000Z,0.026312135,1.011010176,0.0009973000457171840,,,,0.001904868,0.001924681,133422804.9,139637022.3,2375728.647,0.009085495,0.009085495,0.012007476,1.012007476,-4.07914E-05,0.99956761,294.1529473,13.23353503
2021-06-28T10:00:00.000Z,0.026312135,1.003651538,0.0009995025120104300,,,,0.001960274,0.001965454,132484505,143938450.2,2204206.474,0.001686084,0.001686084,0.00465104,1.00465104,-3.58E-07,1.000394613,289.6152245,12.91716389
2021-06-28T12:00:00.000Z,0.026312135,0.996330105,0.0010137588550311500,,,,0.002009302,0.002001643,131239886.4,147737017,1611401.918,-0.005671538,-0.005671538,-0.002656136,0.997343864,-1.51428E-05,0.9993713,285.6684776,12.76751256
2021-06-28T14:00:00.000Z,0.026312135,0.99759916,0.0010784131160674800,,,,0.002059476,0.002053056,132342683.4,151648022.8,1804785.037,-0.004453895,-0.004453895,-0.001322426,0.998677574,-6.51963E-06,0.998703513,286.5600398,13.08329899
2021-06-28T16:00:00.000Z,0.026312135,1.018075794,0.0011757833887189900,,,,0.002125225,0.002162727,138443693.3,156866678,3007359.434,0.015913067,0.015913067,0.019251578,1.019251578,-0.000120466,0.999820573,298.0715155,13.62721684
2021-06-28T18:00:00.000Z,0.026312135,1.010743323,0.0012042658933491500,,,,0.002168744,0.002189645,137574485.6,160347551.1,1480701.895,0.008553677,0.008553677,0.011947588,1.011947588,-4.07333E-05,0.999047236,293.9960281,13.36172051
2021-06-28T20:00:00.000Z,0.026312135,1.011548791,0.0012625253536909600,,,,0.002200794,0.002223601,139134508.2,162936193.5,1209614.087,0.00932519,0.00932519,0.012811316,1.012811316,-3.39269E-05,1.000600219,293.9890009,13.43925548
2021-06-28T22:00:00.000Z,0.026312135,1.015312403,0.0013262104616852600,,,,0.002221927,0.002253942,139709461.9,164646306.9,817210.5912,0.013058461,0.013058461,0.016638614,1.016638614,-7.18064E-05,1.00054538,296.1840566,13.5656586
2021-06-29T00:00:00.000Z,0.026312135,1.004032384,0.0013515239795444100,,,,0.002250591,0.002256853,137346050.7,166961049.6,921893.3962,0.001775531,0.001775531,0.005383908,1.005383908,-1.38E-07,1.000804938,289.5481876,13.30239525
2021-06-29T02:00:00.000Z,0.026312135,1.012013432,0.0014265178547381300,,,,0.002290483,0.002314556,139023382.4,170177072.5,1309031.359,0.009698876,0.009698876,0.01343995,1.01343995,-4.392E-05,0.999835204,294.4318399,13.52580105
2021-06-29T04:00:00.000Z,0.026312135,1.011248495,0.0014794281572915600,,,,0.00231693,0.002338929,138453681.1,172305124.7,917138.3566,0.008909566,0.008909566,0.012727923,1.012727923,-3.76883E-05,0.999743555,293.998638,13.53257183
2021-06-29T06:00:00.000Z,0.026312135,1.012193667,0.0015251147252796400,,,,0.002364222,0.002388314,138698343,176115152.9,1169812.85,0.009805352,0.009805352,0.013718781,1.013718781,-3.09335E-05,1.001448491,294.0195251,13.47850997
2021-06-29T08:00:00.000Z,0.026312135,1.016500001,0.0015846073324110100,,,,0.002406225,0.002440504,140940919.1,179534363.3,1919492.601,0.014059498,0.014059498,0.018084609,1.018084609,-0.000100085,0.999368552,297.1191516,13.55166708
2021-06-29T10:00:00.000Z,0.026312135,1.025988333,0.0016623167771342900,,,,0.002474062,0.002531733,144866466,185164497.3,3149106.223,0.023456599,0.023456599,0.02765065,1.02765065,-0.000258341,1.000008144,302.4577911,13.77532125
2021-06-29T12:00:00.000Z,0.026312135,1.034423228,0.0017471087735995000,,,,0.002542665,0.002622196,150697627.2,190971329.9,3260435.938,0.031801032,0.031801032,0.036170337,1.036170337,-0.000477095,0.999965247,307.4230738,14.05057703
2021-06-29T14:00:00.000Z,0.026312135,1.046197337,0.0018409328674734700,,,,0.002628139,0.002740379,152907934.9,198318502.6,3624411.676,0.043456958,0.043456958,0.04803827,1.04803827,-0.000873434,1.00028399,314.3078391,14.39153814
2021-06-29T16:00:00.000Z,0.026312135,1.037820724,0.0018581637082701700,,,,0.002684055,0.002771583,152154426.1,203135353.6,2528499.077,0.035049142,0.035049142,0.039678888,1.039678888,-0.000560622,1.000511747,309.1926764,14.13081889
2021-06-29T18:00:00.000Z,0.026312135,1.036211372,0.0019137312522043600,,,,0.002728273,0.002811682,152402015.7,206955552.7,1455548.965,0.03339969,0.03339969,0.038125103,1.038125103,-0.000530579,0.99982693,308.419107,14.16770844
2021-06-29T20:00:00.000Z,0.026312135,1.033126047,0.0019554127456025700,,,,0.002756014,0.002831015,151900395.9,209358213.8,1167751.662,0.030295031,0.030295031,0.035081459,1.035081459,-0.000448312,0.999451584,306.6838465,14.10214776
2021-06-29T22:00:00.000Z,0.026312135,1.033707953,0.0020088746916746300,,,,0.002782291,0.002858782,152131696.1,211633170.5,1023293.582,0.030849171,0.030849171,0.035716828,1.035716828,-0.000461015,0.999567726,306.9781599,14.12607794
2021-06-30T00:00:00.000Z,0.026312135,1.022219814,0.0020089839491826400,,,,0.002829377,0.002874628,150570497.6,215712655.8,1620118.008,0.019345185,0.019345185,0.024228798,1.024228798,-0.000192253,0.999105946,300.3035455,13.78162903
2021-06-30T02:00:00.000Z,0.026312135,1.020196568,0.0020413144587226800,,,,0.002872962,0.002912557,150366010.8,219490045.7,1395107.996,0.017284011,0.017284011,0.022237882,1.022237882,-0.000132726,1.000398315,298.70393,13.66764821
2021-06-30T04:00:00.000Z,0.026312135,1.012629812,0.0020612798731267800,,,,0.002915527,0.002932968,152011519.7,223215870.3,2138720.612,0.009696844,0.009696844,0.014691091,1.014691091,-3.64647E-05,1.00066587,294.1862442,13.48390688
2021-06-30T06:00:00.000Z,0.026312135,1.014909486,0.0021193012388820100,,,,0.002952774,0.002976898,152380464.2,226504795.8,1412526.962,0.011932588,0.011932588,0.017028788,1.017028788,-6.70558E-05,0.999836505,295.7356132,13.55793416
2021-06-30T08:00:00.000Z,0.026312135,1.022731085,0.0021951230156750000,,,,0.002983932,0.003031145,156455679,229283636.5,1461801.005,0.019699941,0.019699941,0.024926208,1.024926208,-0.00017066,1.000587919,300.067517,13.73974407
2021-06-30T10:00:00.000Z,0.026312135,1.007168657,0.0021623745650698000,,,,0.003031144,0.003032079,154907956.2,233548693.9,2920569.39,0.004136579,0.004136579,0.009331032,1.009331032,-7.39334E-06,0.999838217,291.195926,13.25269925
2021-06-30T12:00:00.000Z,0.026312135,1.011597649,0.0022354896840703200,,,,0.003066548,0.003081444,155425756.1,236748029.5,1715331.942,0.008516205,0.008516205,0.013833138,1.013833138,-3.14563E-05,1.000103813,293.663608,13.4189238
2021-06-30T14:00:00.000Z,0.026312135,1.005901461,0.0022501836484203300,,,,0.003141065,0.003137943,154413159.3,243478838.6,2527943.559,0.002763519,0.002763519,0.008151645,1.008151645,-2.5461E-06,1.00005863,290.3361013,13.23724294
2021-06-30T16:00:00.000Z,0.026312135,0.994535034,0.0022185986563659100,,,,0.003195897,0.00315663,152861016.3,248436292,3554502.523,-0.008621596,-0.008621596,-0.003246368,0.996753632,-4.44221E-05,1.000322482,283.7058755,12.79875021
2021-06-30T18:00:00.000Z,0.026312135,1.00348274,0.0023159567774198400,,,,0.003226553,0.003216314,157351248.5,251229880.5,1133416.082,0.000266427,0.000266427,0.005798697,1.005798697,-2.43E-08,0.999601363,289.0240593,13.10551436
2021-06-30T20:00:00.000Z,0.026312135,1.017078652,0.0024230997873756900,,,,0.003259418,0.003295873,160205901.2,254271717.1,1650602.578,0.013782779,0.013782779,0.019501752,1.019501752,-0.000107733,0.998565796,297.1957432,13.45999404
2021-06-30T22:00:00.000Z,0.026312135,1.022335153,0.0024838910418189800,,,,0.003302901,0.003353382,161406328.4,258308618.8,1509923.652,0.018981771,0.018981771,0.024819044,1.024819044,-0.000132517,1.002080784,299.1985933,13.54675525
2021-07-01T00:00:00.000Z,0.026312135,1.029438069,0.0025835069733792500,,,,0.003333315,0.003409036,162184276.7,261127824.7,1124350.943,0.026029033,0.026029033,0.032021576,1.032021576,-0.000271767,1.001936992,303.3949449,13.8389952
2021-07-01T02:00:00.000Z,0.026312135,1.025646353,0.0026056084535504400,,,,0.003362237,0.003423688,161577035.3,263806197.7,1049435.881,0.022222665,0.022222665,0.028251962,1.028251962,-0.000224145,1.000360072,301.6227634,13.71215046
2021-07-01T04:00:00.000Z,0.026312135,1.010070414,0.0025446177387099200,,,,0.003407818,0.003416563,159203388,268031064.7,1209015.54,0.006653851,0.006653851,0.012615032,1.012615032,-1.53507E-05,1.000646613,292.4213246,13.16423643
2021-07-01T06:00:00.000Z,0.026312135,1.011346917,0.0026164600240352100,,,,0.003434714,0.003448065,161538778.5,270558125.6,963562.6426,0.007898852,0.007898852,0.013963377,1.013963377,-2.69645E-05,1.000079619,293.311287,13.30903542
2021-07-01T08:00:00.000Z,0.026312135,0.997380545,0.0025468389698161900,,,,0.00347669,0.003441818,159297019.9,274509502.7,1806149.807,-0.006061273,-0.006061273,-7.2616E-05,0.999927384,-2.58627E-05,1.000668141,285.0746521,12.74565924
2021-07-01T10:00:00.000Z,0.026312135,0.997623841,0.0025925864405948800,,,,0.003556648,0.003528105,159166256.3,282013686.9,5636002.11,-0.005904264,-0.005904264,0.000216427,1.000216427,-2.3794E-05,1.000532371,285.2034201,12.76425189
2021-07-01T12:00:00.000Z,0.026312135,1.005449865,0.0026766103044846900,,,,0.003611539,0.003607558,160197968,287160378.3,2246474.451,0.001842307,0.001842307,0.008126475,1.008126475,-7.78E-08,1.001002206,289.5297211,12.96973622
2021-07-01T14:00:00.000Z,0.026312135,1.003491895,0.0027159486637057800,,,,0.003655277,0.003643119,159990697.3,291260406.3,1549266.679,-0.000151224,-0.000151224,0.006207844,1.006207844,-5.12E-07,1.000416757,288.5473782,12.95496826
2021-07-01T16:00:00.000Z,0.026312135,1.004951452,0.0027615869889724700,,,,0.003720199,0.003713597,161183783.5,297385223.7,2872524.303,0.001237856,0.001237856,0.007713039,1.007713039,-2.79E-07,1.000045336,289.4571526,12.96982448
2021-07-01T18:00:00.000Z,0.026312135,1.002561413,0.0027850115369159800,,,,0.003759242,0.003743563,160784302.7,301068032.4,1542603.54,-0.001182151,-0.001182151,0.005346424,1.005346424,-1.34868E-06,1.000015031,288.0683289,12.88247379
2021-07-01T20:00:00.000Z,0.026312135,0.994028114,0.0027843574632432100,,,,0.003799845,0.003752133,159487063.6,304899719.2,2178725.692,-0.009724019,-0.009724019,-0.003187529,0.996812471,-5.17251E-05,0.999955171,283.1792397,12.68787496
2021-07-01T22:00:00.000Z,0.026312135,1.002461617,0.0028766247064580700,,,,0.003827059,0.003811239,160831090.2,307467648.6,1264961.913,-0.001349622,-0.001349622,0.005338242,1.005338242,-2.4716E-06,1.000428407,287.8527468,12.91657784
2021-07-02T00:00:00.000Z,0.026312135,1.002911722,0.0028992999293749600,,,,0.003852768,0.003839833,160990628.6,309894878.7,1270553.854,-0.000928111,-0.000928111,0.005811022,1.005811022,-3.49526E-06,1.001271745,287.8531388,12.83267497
2021-07-02T02:00:00.000Z,0.026312135,0.997482896,0.0029188440043817200,,,,0.003875453,0.003840281,158562994.7,312028318.8,1038656.916,-0.006357386,-0.006357386,0.00040174,1.00040174,-2.31376E-05,0.999980482,285.1007409,12.73406566
2021-07-02T04:00:00.000Z,0.026312135,0.986052821,0.0029024892262599100,,,,0.003913489,0.003833686,154010061,315547498.7,2113786.916,-0.017780866,-0.017780866,-0.01104469,0.98895531,-0.000206669,1.001949021,278.0357278,12.4829976
2021-07-02T06:00:00.000Z,0.026312135,0.986437995,0.0029418297112913800,,,,0.00395527,0.003877539,157116686.4,319461746,1431709.798,-0.017439544,-0.017439544,-0.010620175,0.989379825,-0.000164611,1.000107838,278.7412117,12.47764898
2021-07-02T08:00:00.000Z,0.026312135,0.993403464,0.0030373488576528600,,,,0.00402773,0.003992836,154951548.5,326110396.4,5235417.418,-0.010589372,-0.010589372,-0.003559187,0.996440813,-4.42023E-05,0.998313643,283.1493623,12.70158491
2021-07-02T10:00:00.000Z,0.026312135,0.985987451,0.0030307431063820000,,,,0.004077057,0.003996854,154078695,330643753.1,1676575.996,-0.018009403,-0.018009403,-0.010981806,0.989018194,-0.000169614,0.999801455,278.5032999,12.49901699
2021-07-02T12:00:00.000Z,0.026312135,0.985734978,0.0030611698969967100,,,,0.004111704,0.004029996,151122191.1,333768458.7,1981544.186,-0.018295019,-0.018295019,-0.011203852,0.988796148,-0.000180517,1.000093387,278.2600669,12.45341218
2021-07-02T14:00:00.000Z,0.026312135,0.99211899,0.0031623011333063900,,,,0.004156157,0.004100995,152261366.4,337780622.6,1937357.897,-0.011982005,-0.011982005,-0.004718709,0.995281291,-9.3659E-05,1.001188801,281.541991,12.68827009
2021-07-02T16:00:00.000Z,0.026312135,0.995299878,0.0032521069784975100,,,,0.004193907,0.0041554,152847101.2,341189838.9,1356805.367,-0.008855522,-0.008855522,-0.001448015,0.998551985,-3.9803E-05,0.999583003,283.7817875,12.87489228
2021-07-02T18:00:00.000Z,0.026312135,0.993903636,0.0032817235688642300,,,,0.004221955,0.004175184,152644409.1,343723791.2,1074118.041,-0.010271547,-0.010271547,-0.00281464,0.99718536,-5.10842E-05,0.999339125,283.0405581,12.81877947
2021-07-02T20:00:00.000Z,0.026312135,0.993452193,0.0033148359295247600,,,,0.004242799,0.004194575,152590580.5,345607065.5,805509.5684,-0.010742382,-0.010742382,-0.003232971,0.996767029,-6.33679E-05,1.000013012,282.5807723,12.77966876
2021-07-02T22:00:00.000Z,0.026312135,0.99735897,0.0033723484390415500,,,,0.004258795,0.004227217,154138359.6,347061124.6,909505.0705,-0.006868247,-0.006868247,0.000731318,1.000731318,-4.1808E-05,1.001809547,284.2876677,12.83493389
2021-07-03T00:00:00.000Z,0.026312135,1.001136151,0.0034567923159840000,,,,0.00427867,0.004262933,154837347.1,348869155.3,685366.92,-0.003126782,-0.003126782,0.004592943,1.004592943,-8.19346E-06,1.000472036,286.8166467,12.9890343
2021-07-03T02:00:00.000Z,0.026312135,0.999553116,0.0034746961356329200,,,,0.004304769,0.004281719,154605908.3,351243726.7,1384439.856,-0.004728603,-0.004728603,0.003027812,1.003027812,-1.46757E-05,1.000233452,285.9638416,12.89327626
2021-07-03T04:00:00.000Z,0.026312135,0.995709898,0.0034616895480599800,,,,0.004331064,0.004291645,154124744.4,353637406.2,1601468.371,-0.008581747,-0.008581747,-0.000828412,0.999171588,-4.08291E-05,0.99997338,283.8277367,12.68812194
2021-07-03T06:00:00.000Z,0.026312135,1.000218568,0.0035443124587167700,,,,0.004358208,0.004338323,154874782,356109491.6,1490301.572,-0.004119755,-0.004119755,0.00376288,1.00376288,-1.08124E-05,1.000077516,286.3584628,12.83210578
2021-07-03T08:00:00.000Z,0.026312135,1.014066288,0.0036874783622547000,,,,0.004395126,0.004435261,156832241.9,359468114,2325069.657,0.009631027,0.009631027,0.017753766,1.017753766,-3.81534E-05,1.000405028,294.2245878,13.18913084
2021-07-03T10:00:00.000Z,0.026312135,1.015916104,0.0038599511499448100,,,,0.004430101,0.00447866,158616259.5,362675454,1685436.096,0.011437445,0.011437445,0.019776055,1.019776055,-4.71086E-05,1.001222044,295.0374216,13.64201001
2021-07-03T12:00:00.000Z,0.026312135,1.013446046,0.0038447871948084000,,,,0.004459069,0.004497886,158286077.1,365336329.8,1256399.675,0.008948159,0.008948159,0.017290833,1.017290833,-2.73642E-05,1.001066502,293.6325704,13.42909917
2021-07-03T14:00:00.000Z,0.026312135,1.016945729,0.0039034883134697600,,,,0.004501274,0.004559053,158926455.5,369214862.5,2046839.294,0.012386676,0.012386676,0.020849218,1.020849218,-5.13353E-05,1.001734737,295.4401799,13.47560107
2021-07-03T16:00:00.000Z,0.026312135,1.019667756,0.0039745518801488300,,,,0.004529489,0.004562497,160157506.8,371819519.7,1854014.982,0.015105259,0.015105259,0.023642308,1.023642308,-9.16322E-05,1.001010299,297.2439757,13.56366339
2021-07-03T18:00:00.000Z,0.026312135,1.026176994,0.0040848452520401700,,,,0.004556551,0.004651756,161171123.5,374318995.9,1390952.711,0.021525238,0.021525238,0.030261839,1.030261839,-0.00021797,0.999971296,301.3284373,13.78242666
2021-07-03T20:00:00.000Z,0.026312135,1.022629922,0.0041097313432604100,,,,0.004577176,0.004655822,160626767.7,376224554.1,828275.366,0.017974099,0.017974099,0.026739653,1.026739653,-0.000149096,1.00010068,299.198344,13.71493488
2021-07-03T22:00:00.000Z,0.026312135,1.021694922,0.0041463903369999700,,,,0.004599147,0.004673977,160493276.9,378254703.7,1168510.663,0.017020945,0.017020945,0.025841312,1.025841312,-0.00012171,1.000830868,298.4204316,13.68474351
2021-07-04T00:00:00.000Z,0.026312135,1.020222093,0.0041558838598655700,,,,0.004640162,0.004708127,160268921.4,382044765.4,2162048.559,0.015513966,0.015513966,0.024377977,1.024377977,-0.000107851,1.000262941,297.7056481,13.56740546
2021-07-04T02:00:00.000Z,0.026312135,1.014315955,0.0041465297218657700,,,,0.004676002,0.004718223,159405523.4,385357322.8,1718029.769,0.009597732,0.009597732,0.018462485,1.018462485,-4.02741E-05,1.000132471,294.2853593,13.39119755
2021-07-04T04:00:00.000Z,0.026312135,1.016906067,0.0042291268343260200,,,,0.004707431,0.004761922,159748288.1,388261933.8,1644799.245,0.012144146,0.012144146,0.021135194,1.021135194,-7.50217E-05,0.999377102,295.995284,13.51198721
2021-07-04T06:00:00.000Z,0.026312135,1.029048838,0.0043655589644187200,,,,0.004759884,0.00486913,161668595,393109593.5,2933077.567,0.024179708,0.024179708,0.033414397,1.033414397,-0.000304423,0.998770363,303.2607039,13.80884549
2021-07-04T08:00:00.000Z,0.026312135,1.037603394,0.0044681724619058500,,,,0.004805266,0.00495518,162929470.9,397302533.9,2303380.439,0.032648214,0.032648214,0.042071566,1.042071566,-0.000527336,0.99919958,308.1640728,13.99869011
2021-07-04T10:00:00.000Z,0.026312135,1.033287488,0.0044659734722436800,,,,0.004853454,0.004983375,163083168.3,401776337.1,2662359.761,0.028304113,0.028304113,0.037753462,1.037753462,-0.000366967,1.000371163,305.2189072,13.86095577
2021-07-04T12:00:00.000Z,0.026312135,1.036210451,0.0045452731113825100,,,,0.004886613,0.005031098,172985673.3,405025264.4,1832563.577,0.031179353,0.031179353,0.040755724,1.040755724,-0.000408305,1.001678833,306.5274502,13.98216904
2021-07-04T14:00:00.000Z,0.026312135,1.030457715,0.0045315599051493000,,,,0.004972065,0.005088758,174748079.8,413548453.2,4228838.114,0.025368957,0.025368957,0.034989275,1.034989275,-0.000335287,0.998709804,303.9838199,13.82082427
