query_ts,assumedLPToken,equityValue,totalDexYield,,,totalTradingfee,newTotalTradingFee,liquidity,totalVolume,volume,priceImpact,priceEffect,totalReturn,totalEquityVal,impermanentLoss,tokenPrice,quoteTokenPrice,rewardPrice
2021-06-25T06:00:00.000Z,0.025662359,0.998448653,0.0003073732984423300,,,0.000756268,0.000695401,118045623.8,54795156.38,2853257.028,-0.002246748,-0.002246748,-0.001243974,0.998756026,-2.43E-07,0.999631918,302.8190711,13.49349596
2021-06-25T08:00:00.000Z,0.025662359,0.988366683,0.0003316948863359980,,,0.000828893,0.000761206,119191453.5,59915411.81,3540326.294,-0.012394523,-0.012394523,-0.011301622,0.988698378,-5.6849E-05,0.99937529,296.7668633,13.2588031
2021-06-25T10:00:00.000Z,0.025662359,0.975305068,0.0003505870532829790,,,0.000895527,0.000817711,118023535.8,64658755.77,2085135.176,-0.025512643,-0.025512643,-0.024344345,0.975655655,-0.00029312,0.999555614,288.8833349,12.87241022
2021-06-25T12:00:00.000Z,0.025662359,0.976675059,0.0003799578344276870,,,0.000978609,0.000901592,118106334.9,70565454.37,2911079.769,-0.024226533,-0.024226533,-0.022944984,0.977055016,-0.00026723,0.999780047,289.5813431,12.90221583
2021-06-25T14:00:00.000Z,0.025662359,0.976914307,0.0004044364980576880,,,0.001086093,0.001009486,118722275.8,78243946.14,3672741.608,-0.02409518,-0.02409518,-0.022681257,0.977318743,-0.000252515,0.999269164,289.8074024,12.77771116
2021-06-25T16:00:00.000Z,0.025662359,0.970914508,0.0004241351041879150,,,0.001168559,0.001085527,118993050.7,84166200.93,3165596.922,-0.030171019,-0.030171019,-0.028661357,0.971338643,-0.000402281,0.998918516,286.3105071,12.53383023
2021-06-25T18:00:00.000Z,0.025662359,0.957523837,0.0004295166130883850,,,0.001293284,0.001196782,120663138.1,93276440.69,3991260.832,-0.043672945,-0.043672945,-0.042046646,0.957953354,-0.000953895,1.000224215,278.0305725,11.94741208
2021-06-25T20:00:00.000Z,0.025662359,0.97097106,0.0004737334199518100,,,0.00139304,0.001313978,123417446.5,100709761.3,4583711.708,-0.030342919,-0.030342919,-0.028555207,0.971444793,-0.000431806,0.999763701,285.9670636,12.44566955
2021-06-25T22:00:00.000Z,0.025662359,0.965718455,0.0004941612241734960,0.0004772206136975230,,0.001438077,0.001353397,122757336.8,104077238,1898762.69,-0.035634942,-0.035634942,-0.033787384,0.966212616,-0.000646801,1.000875282,282.5400398,12.3022745
2021-06-26T00:00:00.000Z,0.025662359,0.963876858,0.0005172536946454150,0.0004985688660396700,0.0000213482523421467,0.001486463,0.001397446,123209667,107707560.4,1750254.345,-0.037520588,-0.037520588,-0.035605888,0.964394112,-0.000680282,0.999837574,281.7283015,12.23834712
2021-06-26T02:00:00.000Z,0.025662359,0.964911913,0.0005453484481226710,,,0.001543778,0.001456732,123317539.6,112017918.5,1708235.551,-0.036544819,-0.036544819,-0.034542738,0.965457262,-0.000602467,0.998676348,282.6280763,12.29739477
2021-06-26T04:00:00.000Z,0.025662359,0.966634772,0.0005719357705930030,,,0.001588081,0.001503942,124725673.8,115371811.9,1607455.458,-0.03486917,-0.03486917,-0.032793292,0.967206708,-0.000573588,0.999570461,283.3583389,12.32290118
2021-06-26T06:00:00.000Z,0.025662359,0.973053833,0.0006056582444126730,,,0.001618993,0.001544523,125538764.6,117717829.8,1396810.873,-0.02849069,-0.02849069,-0.026340509,0.973659491,-0.000386531,1.000087955,286.9675373,12.49157559
2021-06-26T08:00:00.000Z,0.025662359,0.943421659,0.0005891348728940630,,,0.001695297,0.001573094,121616864.6,123516981.7,4371810.204,-0.058151436,-0.058151436,-0.055989206,0.944010794,-0.001730381,1.000143834,269.6973828,11.65459527
2021-06-26T10:00:00.000Z,0.025662359,0.950933759,0.0006319555162466470,,,0.001800476,0.00169032,121680099.9,131433817.8,3053838.58,-0.05075656,-0.05075656,-0.048434285,0.951565715,-0.001264406,0.999407883,274.1507712,12.00881618
2021-06-26T12:00:00.000Z,0.025662359,0.95977654,0.0006678823540520900,,,0.001850774,0.001758969,123627360.3,135244690.1,2158228.325,-0.041982429,-0.041982429,-0.039555578,0.960444422,-0.000858475,0.999745689,279.14795,12.20970197
2021-06-26T14:00:00.000Z,0.025662359,0.944963734,0.0006628961660331880,,,0.001909842,0.001788446,121652993.5,139717820.2,2428925.15,-0.056824712,-0.056824712,-0.05437337,0.94562663,-0.001622126,0.999677687,270.5838437,11.6751017
2021-06-26T16:00:00.000Z,0.025662359,0.949026973,0.0006969804278246990,,,0.001989755,0.001880656,122338305.8,145777316.2,2811092.574,-0.052853684,-0.052853684,-0.050276047,0.949723953,-0.001374356,0.999340624,272.9591397,11.84262798
2021-06-26T18:00:00.000Z,0.025662359,0.949002467,0.0007280195964041480,,,0.002047918,0.001933998,122460640,150192977.5,1943507.694,-0.052931531,-0.052931531,-0.050269514,0.949730486,-0.001383728,0.999437125,272.8879204,11.94943127
2021-06-26T20:00:00.000Z,0.025662359,0.947021212,0.0007510852026581060,,,0.002074959,0.001957131,122272376.7,152246585.5,720838.1199,-0.054935919,-0.054935919,-0.052227702,0.947772298,-0.001473497,0.999001435,271.8525658,11.9226202
2021-06-26T22:00:00.000Z,0.025662359,0.945868638,0.0007697040511493160,,,0.002095723,0.00197657,122135717,153823711.5,790881.3877,-0.056107932,-0.056107932,-0.053361658,0.946638342,-0.001566827,0.999456215,271.0553188,11.82934113
2021-06-27T00:00:00.000Z,0.025662359,0.959465472,0.0008192620755064650,,,0.002127693,0.002038879,125150117.6,156269242.7,1676345.347,-0.042573407,-0.042573407,-0.039715266,0.960284734,-0.000875399,0.999535581,278.8622633,12.20447839
2021-06-27T02:00:00.000Z,0.025662359,0.969606094,0.0008768950971658870,,,0.002172328,0.002102827,126391866,159693277.1,1273724.416,-0.032496733,-0.032496733,-0.029517011,0.970482989,-0.000550102,1.001325212,284.2541165,12.67775532
2021-06-27T04:00:00.000Z,0.025662359,0.971755075,0.0009036772398960370,,,0.002206086,0.002141164,126825691.4,162283746.9,1549258.822,-0.030386089,-0.030386089,-0.027341248,0.972658752,-0.000445317,1.000175627,285.8238349,12.68879071
2021-06-27T06:00:00.000Z,0.025662359,0.960096053,0.0009011199494489430,,,0.002237027,0.00214666,126430943.9,164671179,1343004.223,-0.042050607,-0.042050607,-0.039002827,0.960997173,-0.000881867,1.000235864,278.9714401,12.30052528
2021-06-27T08:00:00.000Z,0.025662359,0.96603496,0.0009468008437961340,,,0.002261838,0.002184212,127512030,166598072.8,856900.2356,-0.036149253,-0.036149253,-0.033018239,0.966981761,-0.000637369,1.000078018,282.4637557,12.57885524
2021-06-27T10:00:00.000Z,0.025662359,0.956721739,0.0009479625249311680,,,0.002299099,0.002200829,123929408.3,169462738.3,1551958.862,-0.04547909,-0.04547909,-0.042330298,0.957669702,-0.000956497,0.998394682,277.4889336,12.26227487
2021-06-27T12:00:00.000Z,0.025662359,0.961127444,0.0009783131683063360,,,0.002337298,0.00225101,124501369.7,172373395.4,1982302.799,-0.041123566,-0.041123566,-0.037894243,0.962105757,-0.000828205,0.999903896,279.60444,12.32562139
2021-06-27T14:00:00.000Z,0.025662359,0.95650305,0.0009964735783214970,,,0.002371156,0.002271268,124493826.6,174964928,1408271.713,-0.045768218,-0.045768218,-0.042500476,0.957499524,-0.000980048,0.998627227,277.2562759,12.23745896
2021-06-27T16:00:00.000Z,0.025662359,0.955930221,0.0010119162447236500,,,0.002409871,0.002308517,124498899.4,177930212.9,1068023.107,-0.046378296,-0.046378296,-0.043057863,0.956942137,-0.001043794,0.999405867,276.6861327,12.12466695
2021-06-27T18:00:00.000Z,0.025662359,0.950211305,0.0010319176709681300,,,0.002453159,0.002338151,123487718.3,181238463.6,1503818.968,-0.052126846,-0.052126846,-0.048756777,0.951243223,-0.001372108,1.000064535,273.180348,12.06906309
2021-06-27T20:00:00.000Z,0.025662359,0.948298815,0.0010496580302468200,,,0.002482083,0.002362072,123273325.2,183449916.2,896419.2721,-0.054063256,-0.054063256,-0.050651527,0.949348473,-0.001415753,0.998848298,272.396605,11.98883169
2021-06-27T22:00:00.000Z,0.025662359,0.948954943,0.0010769391666939400,,,0.002502773,0.002386209,123441665.2,185032755.2,827002.4594,-0.053431266,-0.053431266,-0.049968118,0.950031882,-0.001404267,0.999299076,272.6376681,12.02110368
2021-06-28T00:00:00.000Z,0.025662359,0.979923889,0.0011921430267375100,,,0.002557687,0.002518836,125449731.3,189209308.3,1811705.675,-0.022594947,-0.022594947,-0.018883968,0.981116032,-0.000247208,1.000567672,290.3218526,13.00888195
2021-06-28T02:00:00.000Z,0.025662359,0.973262793,0.0011918374199665200,,,0.002603686,0.00254659,125865031.4,192708408.8,1326557.668,-0.029283796,-0.029283796,-0.025545369,0.974454631,-0.000399566,0.99973643,286.5999261,12.71867829
2021-06-28T04:00:00.000Z,0.025662359,0.972427476,0.0012137873123547100,,,0.002653012,0.002593546,128530907.4,196547032.1,1450617.887,-0.03016607,-0.03016607,-0.026358737,0.973641263,-0.000447113,1.000462747,285.8714994,12.68076241
2021-06-28T06:00:00.000Z,0.025662359,0.973937557,0.0012506021493719500,,,0.002677873,0.002623728,131699172.7,198534355.1,1228305.212,-0.028686171,-0.028686171,-0.024811841,0.975188159,-0.000413742,1.000849557,286.633784,12.80396312
2021-06-28T08:00:00.000Z,0.025662359,0.986043348,0.0013184138474516100,,,0.002724062,0.002702291,133422804.9,202210642.9,2375728.647,-0.016658943,-0.016658943,-0.012638238,0.987361762,-0.000115249,0.99956761,294.1529473,13.23353503
2021-06-28T10:00:00.000Z,0.025662359,0.978866431,0.0013122963465857200,,,0.0027781,0.002736007,132484505,206512070.8,2204206.474,-0.023869576,-0.023869576,-0.019821273,0.980178727,-0.00027301,1.000394613,289.6152245,12.91716389
2021-06-28T12:00:00.000Z,0.025662359,0.9717258,0.0013222908087624400,,,0.002825917,0.002765285,131239886.4,210310637.6,1611401.918,-0.031039485,-0.031039485,-0.026951909,0.973048091,-0.000441436,0.9993713,285.6684776,12.76751256
2021-06-28T14:00:00.000Z,0.025662359,0.972963517,0.0013935987382395100,,,0.002874852,0.002816424,132342683.4,214221643.4,1804785.037,-0.029852908,-0.029852908,-0.025642885,0.974357115,-0.000387028,0.998703513,286.5600398,13.08329899
2021-06-28T16:00:00.000Z,0.025662359,0.992934481,0.0015027749684557300,,,0.002938977,0.002940042,138443693.3,219440298.6,3007359.434,-0.01000556,-0.01000556,-0.005562744,0.994437256,-3.77796E-05,0.999820573,298.0715155,13.62721684
2021-06-28T18:00:00.000Z,0.025662359,0.985783085,0.0015236176877312800,,,0.002981422,0.002960277,137574485.6,222921171.7,1480701.895,-0.017177193,-0.017177193,-0.012693298,0.987306702,-0.000115347,0.999047236,293.9960281,13.36172051
2021-06-28T20:00:00.000Z,0.025662359,0.986568662,0.0015824641293070600,,,0.003012681,0.002994025,139134508.2,225509814.1,1209614.087,-0.016425364,-0.016425364,-0.011848874,0.988151126,-0.000127633,1.000600219,293.9890009,13.43925548
2021-06-28T22:00:00.000Z,0.025662359,0.990239332,0.0016478789716979100,,,0.003033291,0.00302667,139709461.9,227219927.5,817210.5912,-0.012787338,-0.012787338,-0.008112789,0.991887211,-7.47957E-05,1.00054538,296.1840566,13.5656586
2021-06-29T00:00:00.000Z,0.025662359,0.979237872,0.0016656893013682300,,,0.003061247,0.003020283,137346050.7,229534670.2,921893.3962,-0.023782411,-0.023782411,-0.019096439,0.980903561,-0.000280554,1.000804938,289.5481876,13.30239525
2021-06-29T02:00:00.000Z,0.025662359,0.987021828,0.0017446679539562400,,,0.003100154,0.00308304,139023382.4,232750693.1,1309031.359,-0.016061211,-0.016061211,-0.011233504,0.988766496,-0.000110146,0.999835204,294.4318399,13.52580105
2021-06-29T04:00:00.000Z,0.025662359,0.986275782,0.0017964485347854000,,,0.003125948,0.003106166,138453681.1,234878745.2,917138.3566,-0.016830384,-0.016830384,-0.01192777,0.98807223,-0.000120629,0.999743555,293.998638,13.53257183
2021-06-29T06:00:00.000Z,0.025662359,0.987197613,0.0018395944450118800,,,0.003172073,0.003155064,138698343,238688773.4,1169812.85,-0.015957451,-0.015957451,-0.010962793,0.989037207,-0.000133641,1.001448491,294.0195251,13.47850997
2021-06-29T08:00:00.000Z,0.025662359,0.991397603,0.0018995292038383100,,,0.003213038,0.003209443,140940919.1,242107983.9,1919492.601,-0.011811841,-0.011811841,-0.006702868,0.993297132,-5.06663E-05,0.999368552,297.1191516,13.55166708
2021-06-29T10:00:00.000Z,0.025662359,1.00065162,0.0019811628538685500,,,0.0032792,0.003306104,144866466,247738117.9,3149106.223,-0.002654484,-0.002654484,0.002632783,1.002632783,-1.09856E-06,1.000008144,302.4577911,13.77532125
2021-06-29T12:00:00.000Z,0.025662359,1.008878217,0.0020710523069482400,,,0.003346108,0.003401156,150697627.2,253544950.5,3260435.938,0.00547706,0.00547706,0.010949269,1.010949269,-2.23159E-05,0.999965247,307.4230738,14.05057703
2021-06-29T14:00:00.000Z,0.025662359,1.020361564,0.0021714674412603700,,,0.003429472,0.003525951,152907934.9,260892123.2,3624411.676,0.016835613,0.016835613,0.022533032,1.022533032,-0.000154779,1.00028399,314.3078391,14.39153814
2021-06-29T16:00:00.000Z,0.025662359,1.012191812,0.0021814611628037000,,,0.003484007,0.00354951,152154426.1,265708974.2,2528499.077,0.008642302,0.008642302,0.014373273,1.014373273,-4.3034E-05,1.000511747,309.1926764,14.13081889
2021-06-29T18:00:00.000Z,0.025662359,1.010622202,0.0022366202538492500,,,0.003527133,0.00358727,152402015.7,269529173.3,1455548.965,0.007034933,0.007034933,0.012858823,1.012858823,-3.50047E-05,0.99982693,308.419107,14.16770844
2021-06-29T20:00:00.000Z,0.025662359,1.007613069,0.0022755595739650700,,,0.003554189,0.003603587,151900395.9,271931834.4,1167751.662,0.004009482,0.004009482,0.009888628,1.009888628,-1.64387E-05,0.999451584,306.6838465,14.10214776
2021-06-29T22:00:00.000Z,0.025662359,1.008180605,0.0023283264857101100,,,0.003579817,0.003631121,152131696.1,274206791.1,1023293.582,0.004549484,0.004549484,0.010508931,1.010508931,-1.89443E-05,0.999567726,306.9781599,14.12607794
2021-06-30T00:00:00.000Z,0.025662359,0.996976164,0.0023194339019818300,,,0.003625741,0.003637169,150570497.6,278286276.4,1620118.008,-0.006661005,-0.006661005,-0.000704402,0.999295598,-1.06027E-05,0.999105946,300.3035455,13.78162903
2021-06-30T02:00:00.000Z,0.025662359,0.995002882,0.0023479881254397100,,,0.00366825,0.003672476,150366010.8,282063666.3,1395107.996,-0.008669594,-0.008669594,-0.00264913,0.99735087,-3.13762E-05,1.000398315,298.70393,13.66764821
2021-06-30T04:00:00.000Z,0.025662359,0.987622987,0.0023626600313909800,,,0.003709763,0.003686178,152011519.7,285789490.9,2138720.612,-0.016063191,-0.016063191,-0.010014353,0.989985647,-0.000122846,1.00066587,294.1862442,13.48390688
2021-06-30T06:00:00.000Z,0.025662359,0.989846365,0.0024211826154835200,,,0.003746091,0.003730852,152380464.2,289078416.4,1412526.962,-0.013884487,-0.013884487,-0.007732452,0.992267548,-7.98085E-05,0.999836505,295.7356132,13.55793416
2021-06-30T08:00:00.000Z,0.025662359,0.99747481,0.0024998819815964400,,,0.003776479,0.00379011,156455679,291857257.1,1461801.005,-0.0063153,-0.0063153,-2.53078E-05,0.999974692,-1.64689E-05,1.000587919,300.067517,13.73974407
2021-06-30T10:00:00.000Z,0.025662359,0.982296695,0.0024552176187528800,,,0.003822525,0.003778295,154907956.2,296122314.5,2920569.39,-0.021481599,-0.021481599,-0.015248087,0.984751913,-0.000207433,0.999838217,291.195926,13.25269925
2021-06-30T12:00:00.000Z,0.025662359,0.986616313,0.0025308699814477900,,,0.003857054,0.003830023,155425756.1,299321650.1,1715331.942,-0.017213709,-0.017213709,-0.010852817,0.989147183,-0.000132562,1.000103813,293.663608,13.4189238
2021-06-30T14:00:00.000Z,0.025662359,0.981060792,0.0025404544479258000,,,0.003929731,0.003880422,154413159.3,306052459.2,2527943.559,-0.022819629,-0.022819629,-0.016398753,0.983601247,-0.000241045,1.00005863,290.3361013,13.23724294
2021-06-30T16:00:00.000Z,0.025662359,0.969975058,0.0024981932937837000,,,0.003983209,0.003889338,152861016.3,311009912.6,3554502.523,-0.033914279,-0.033914279,-0.027526748,0.972473252,-0.0005656,1.000322482,283.7058755,12.79875021
2021-06-30T18:00:00.000Z,0.025662359,0.978701802,0.0026011617459864000,,,0.004013108,0.003954816,157351248.5,313803501.1,1133416.082,-0.025253014,-0.025253014,-0.018697036,0.981302964,-0.000287805,0.999601363,289.0240593,13.10551436
2021-06-30T20:00:00.000Z,0.025662359,0.991961964,0.0027149200754970600,,,0.004045161,0.004043463,160205901.2,316845337.7,1650602.578,-0.0120815,-0.0120815,-0.005323116,0.994676884,-4.54654E-05,0.998565796,297.1957432,13.45999404
2021-06-30T22:00:00.000Z,0.025662359,0.997088655,0.0027764768352296700,,,0.00408757,0.004103802,161406328.4,320882239.4,1509923.652,-0.007015147,-0.007015147,-0.000134868,0.999865132,-3.14781E-05,1.002080784,299.1985933,13.54675525
2021-07-01T00:00:00.000Z,0.025662359,1.004016165,0.0028812678793188000,,,0.004117233,0.004163845,162184276.7,323701445.3,1124350.943,-0.00014768,-0.00014768,0.006897433,1.006897433,-4.04E-07,1.001936992,303.3949449,13.8389952
2021-07-01T02:00:00.000Z,0.025662359,1.000318086,0.0028995095930479100,,,0.004145442,0.004175023,161577035.3,326379818.3,1049435.881,-0.003856937,-0.003856937,0.003217595,1.003217595,-4.62234E-06,1.000360072,301.6227634,13.71215046
2021-07-01T04:00:00.000Z,0.025662359,0.985126793,0.0028257101250253100,,,0.004189897,0.004155343,159203388,330604685.3,1209015.54,-0.01902855,-0.01902855,-0.012047497,0.987952503,-0.000174342,1.000646613,292.4213246,13.16423643
2021-07-01T06:00:00.000Z,0.025662359,0.986371773,0.0028995613183579100,,,0.004216129,0.004187085,161538778.5,333131746.1,963562.6426,-0.017815312,-0.017815312,-0.010728666,0.989271334,-0.000142309,1.000079619,293.311287,13.30903542
2021-07-01T08:00:00.000Z,0.025662359,0.9727503,0.0028169406693091200,,,0.004257068,0.004169577,159297019.9,337083123.3,1806149.807,-0.031419278,-0.031419278,-0.024432759,0.975567241,-0.000493012,1.000668141,285.0746521,12.74565924
2021-07-01T10:00:00.000Z,0.025662359,0.972987587,0.0028620441648162900,,,0.004335052,0.004253861,159166256.3,344587307.5,5636002.11,-0.031266274,-0.031266274,-0.024150368,0.975849632,-0.00048384,1.000532371,285.2034201,12.76425189
2021-07-01T12:00:00.000Z,0.025662359,0.980620348,0.0029493615909063100,,,0.004388587,0.004337687,160197968,349733998.9,2246474.451,-0.023717339,-0.023717339,-0.01643029,0.98356971,-0.000283651,1.001002206,289.5297211,12.96973622
2021-07-01T14:00:00.000Z,0.025662359,0.978710731,0.0029873426611419200,,,0.004431245,0.00437074,159990697.3,353834026.9,1549266.679,-0.025660009,-0.025660009,-0.018301927,0.981698073,-0.000318135,1.000416757,288.5473782,12.95496826
2021-07-01T16:00:00.000Z,0.025662359,0.980134244,0.0030322420878769600,,,0.004494564,0.004440613,161183783.5,359958844.3,2872524.303,-0.024306369,-0.024306369,-0.016833514,0.983166486,-0.000275312,1.000045336,289.4571526,12.96982448
2021-07-01T18:00:00.000Z,0.025662359,0.977803226,0.0030528060260608100,,,0.004532642,0.004467861,160784302.7,363641653,1542603.54,-0.026664634,-0.026664634,-0.019143967,0.980856033,-0.000334218,1.000015031,288.0683289,12.88247379
2021-07-01T20:00:00.000Z,0.025662359,0.969480657,0.0030470839756019400,,,0.004572242,0.004469234,159487063.6,367473339.8,2178725.692,-0.034988577,-0.034988577,-0.027472259,0.972527741,-0.000590929,0.999955171,283.1792397,12.68787496
2021-07-01T22:00:00.000Z,0.025662359,0.977705895,0.0031430478238351500,,,0.004598785,0.004533728,160831090.2,370041269.2,1264961.913,-0.026827833,-0.026827833,-0.019151057,0.980848943,-0.0003494,1.000428407,287.8527468,12.91657784
2021-07-02T00:00:00.000Z,0.025662359,0.978144885,0.0031629710201710200,,,0.004623859,0.004561961,160990628.6,372468499.3,1270553.854,-0.026417075,-0.026417075,-0.018692144,0.981307856,-0.000360603,1.001271745,287.8531388,12.83267497
2021-07-02T02:00:00.000Z,0.025662359,0.972850123,0.0031794561682560000,,,0.004645984,0.004557958,158562994.7,374601939.4,1038656.916,-0.031707835,-0.031707835,-0.023970421,0.976029579,-0.000480866,0.999980482,285.1007409,12.73406566
2021-07-02T04:00:00.000Z,0.025662359,0.961702313,0.0031569458147172800,,,0.00468308,0.004542185,154010061,378121119.3,2113786.916,-0.042839872,-0.042839872,-0.035140741,0.964859259,-0.000991434,1.001949021,278.0357278,12.4829976
2021-07-02T06:00:00.000Z,0.025662359,0.962077975,0.0031951750498640600,,,0.00472383,0.004585234,157116686.4,382035366.6,1431709.798,-0.042507258,-0.042507258,-0.03472685,0.96527315,-0.00089656,1.000107838,278.7412117,12.47764898
2021-07-02T08:00:00.000Z,0.025662359,0.968871433,0.0032941859535370600,,,0.0047945,0.004703285,154951548.5,388684017,5235417.418,-0.035831852,-0.035831852,-0.027834381,0.972165619,-0.000564816,0.998313643,283.1493623,12.70158491
2021-07-02T10:00:00.000Z,0.025662359,0.961638557,0.0032824509996982600,,,0.004842609,0.004701137,154078695,393217373.7,1676575.996,-0.043062579,-0.043062579,-0.035078992,0.964921008,-0.000908176,0.999801455,278.5032999,12.49901699
2021-07-02T12:00:00.000Z,0.025662359,0.961392319,0.0033109349221999200,,,0.0048764,0.004733227,151122191.1,396342079.3,1981544.186,-0.043340908,-0.043340908,-0.035296746,0.964703254,-0.000933157,1.000093387,278.2600669,12.45341218
2021-07-02T14:00:00.000Z,0.025662359,0.967618678,0.0034157046754001900,,,0.004919756,0.004807634,152261366.4,400354243.2,1937357.897,-0.037188956,-0.037188956,-0.028965617,0.971034383,-0.000717863,1.001188801,281.541991,12.68827009
2021-07-02T16:00:00.000Z,0.025662359,0.970721015,0.0035081685010841700,,,0.004956573,0.004863252,152847101.2,403763459.5,1356805.367,-0.034142238,-0.034142238,-0.025770817,0.974229183,-0.000548803,0.999583003,283.7817875,12.87489228
2021-07-02T18:00:00.000Z,0.025662359,0.969359253,0.0035355876969639600,,,0.004983929,0.004881389,152644409.1,406297411.8,1074118.041,-0.035522136,-0.035522136,-0.027105159,0.972894841,-0.000588759,0.999339125,283.0405581,12.81877947
2021-07-02T20:00:00.000Z,0.025662359,0.968918958,0.0035668605356827500,,,0.005004258,0.004899917,152590580.5,408180686.1,805509.5684,-0.035980958,-0.035980958,-0.027514181,0.972485819,-0.00062885,1.000013012,282.5807723,12.77966876
2021-07-02T22:00:00.000Z,0.025662359,0.972729257,0.0036243966456940000,,,0.005019859,0.004934921,154138359.6,409634745.2,909505.0705,-0.032205663,-0.032205663,-0.023646346,0.976353654,-0.000556177,1.001809547,284.2876677,12.83493389
2021-07-03T00:00:00.000Z,0.025662359,0.976413161,0.0037107812458944800,,,0.005039243,0.004972814,154837347.1,411442775.9,685366.92,-0.028559653,-0.028559653,-0.019876057,0.980123943,-0.000399278,1.000472036,286.8166467,12.9890343
2021-07-03T02:00:00.000Z,0.025662359,0.974869219,0.0037257411376084700,,,0.005064698,0.004989826,154605908.3,413817347.3,1384439.856,-0.030120607,-0.030120607,-0.02140504,0.97859496,-0.000438899,1.000233452,285.9638416,12.89327626
2021-07-03T04:00:00.000Z,0.025662359,0.971120909,0.0037076958429969300,,,0.005090343,0.004996356,154124744.4,416211026.8,1601468.371,-0.033875447,-0.033875447,-0.025171395,0.974828605,-0.000552593,0.99997338,283.8277367,12.68812194
2021-07-03T06:00:00.000Z,0.025662359,0.975518238,0.0037920401378438500,,,0.005116817,0.00504553,154874782,418683112.2,1490301.572,-0.029527293,-0.029527293,-0.020689722,0.979310278,-0.000416467,1.000077516,286.3584628,12.83210578
2021-07-03T08:00:00.000Z,0.025662359,0.98902399,0.0039409982792636500,,,0.005152823,0.005151318,156832241.9,422041734.6,2325069.657,-0.016127329,-0.016127329,-0.007035012,0.992964988,-0.000119801,1.000405028,294.2245878,13.18913084
2021-07-03T10:00:00.000Z,0.025662359,0.990828125,0.0041210438773941600,,,0.005186935,0.005195123,158616259.5,425249074.6,1685436.096,-0.014366998,-0.014366998,-0.005050831,0.994949169,-0.000105241,1.001222044,295.0374216,13.64201001
2021-07-03T12:00:00.000Z,0.025662359,0.988419064,0.0041006918426911700,,,0.005215187,0.005211839,158286077.1,427909950.4,1256399.675,-0.016792775,-0.016792775,-0.007480244,0.992519756,-0.000141396,1.001066502,293.6325704,13.42909917
2021-07-03T14:00:00.000Z,0.025662359,0.991832323,0.0041591582594106300,,,0.00525635,0.005274307,158926455.5,431788483.1,2046839.294,-0.013441984,-0.013441984,-0.004008518,0.995991482,-9.91501E-05,1.001734737,295.4401799,13.47560107
2021-07-03T16:00:00.000Z,0.025662359,0.99448713,0.0042307676504506100,,,0.005283868,0.005279889,160157506.8,434393140.2,1854014.982,-0.010792759,-0.010792759,-0.001282103,0.998717897,-5.69999E-05,1.001010299,297.2439757,13.56366339
